timestamp,plant,line,shift,product_family,cycle_time_sec,cavity,efficiency_pct,downtime_rate,scrap_rate,units_per_hour,effective_units_per_hour,good_units_per_hour,material_cost_per_unit,labor_cost_per_hour,energy_cost_per_hour,overhead_cost_per_hour,total_cost_per_hour,cost_per_unit,cost_per_good_unit,scrap_cost_per_unit_proxy
2025-12-24 10:44:00,PL01,LINE_B,A,HEAVY,84.4,1,0.8436,0.25,0.15,35.99,26.99,22.94,4.8,56.2,19.59,25.24,101.03,8.546,9.207,0.72
2025-12-24 10:49:00,PL01,LINE_A,C,PREMIUM,30.59,2,0.8979,0.0521,0.145,211.35,200.34,171.29,4.34,57.45,23.79,28.61,109.85,4.888,4.981,0.629
2025-12-24 10:53:00,PL01,LINE_B,A,STANDARD,35.91,1,0.98,0.1514,0.15,98.23,83.36,70.86,2.29,57.06,15.98,23.03,96.07,3.439,3.643,0.343
2025-12-24 10:54:00,PL03,LINE_D,C,STANDARD,39.33,2,0.7607,0.25,0.025,139.25,104.44,101.83,1.79,51.47,14.4,24.54,90.4,2.653,2.675,0.045
2025-12-24 10:57:00,PL01,LINE_C,B,PREMIUM,27.23,1,0.8165,0.1105,0.0748,107.93,96.01,88.83,4.15,54.75,22.61,27.68,105.04,5.243,5.331,0.311
2025-12-24 11:11:00,PL03,LINE_C,B,HEAVY,55.85,1,0.8407,0.0416,0.15,54.19,51.94,44.15,4.71,45.69,17.8,25.87,89.35,6.427,6.731,0.706
2025-12-24 11:49:00,PL02,LINE_C,B,PREMIUM,54.96,1,0.8932,0.0198,0.0393,58.5,57.35,55.09,3.28,51.11,21.93,15.36,88.4,4.82,4.883,0.129
2025-12-24 11:52:00,PL02,LINE_D,B,HEAVY,38.88,1,0.7446,0.0855,0.1135,68.95,63.05,55.9,5.2,52.35,26.08,22.03,100.46,6.793,6.997,0.59
2025-12-24 12:08:00,PL01,LINE_A,B,STANDARD,39.91,1,0.8138,0.25,0.1276,73.4,55.05,48.02,1.94,57.14,18.25,21.16,96.55,3.69,3.947,0.247
2025-12-24 12:11:00,PL01,LINE_D,C,STANDARD,40.64,1,0.8773,0.2081,0.1442,77.72,61.54,52.67,2.36,59.57,13.49,20.17,93.22,3.871,4.126,0.34
2025-12-24 12:27:00,PL01,LINE_B,A,STANDARD,27.54,2,0.8083,0.1968,0.1432,211.3,169.72,145.42,2.03,55.27,20.86,25.65,101.79,2.627,2.727,0.29
2025-12-24 13:48:00,PL01,LINE_B,B,HEAVY,48.43,2,0.8011,0.1037,0.15,119.11,106.76,90.74,6.38,55.96,30.5,20.13,106.6,7.375,7.551,0.956
2025-12-24 14:09:00,PL02,LINE_A,A,PREMIUM,77.21,1,0.8396,0.25,0.15,39.15,29.36,24.96,2.51,48.63,17.3,23.09,89.03,5.543,6.078,0.377
2025-12-24 14:22:00,PL01,LINE_A,A,STANDARD,27.77,1,0.9321,0.25,0.15,120.85,90.63,77.04,2.8,55.41,11.18,20.31,86.9,3.763,3.932,0.421
2025-12-24 14:27:00,PL01,LINE_C,C,STANDARD,43.02,1,0.7824,0.1783,0.15,65.47,53.8,45.73,2.41,55.72,15.62,28.51,99.85,4.266,4.594,0.361
2025-12-24 14:32:00,PL01,LINE_B,B,PREMIUM,57.06,2,0.9477,0.151,0.0808,119.57,101.52,93.32,3.15,53.91,21.88,12.46,88.25,4.019,4.095,0.254
2025-12-24 14:54:00,PL02,LINE_A,A,STANDARD,22.65,2,0.8789,0.0219,0.0543,279.32,273.2,258.36,2.23,50.11,25.18,26.78,102.07,2.604,2.625,0.121
2025-12-24 15:01:00,PL03,LINE_D,B,STANDARD,32.52,4,0.8103,0.249,0.019,358.88,269.5,264.37,2.32,50.7,17.17,32.11,99.97,2.691,2.698,0.044
2025-12-24 15:10:00,PL01,LINE_C,A,PREMIUM,48.31,1,0.908,0.0974,0.15,67.66,61.07,51.91,4.22,58.01,22.82,11.93,92.76,5.74,6.008,0.633
2025-12-24 15:14:00,PL02,LINE_A,B,STANDARD,38.53,1,0.7265,0.196,0.1362,67.88,54.57,47.14,1.66,49.34,12.89,20.55,82.79,3.178,3.417,0.226
2025-12-24 17:54:00,PL01,LINE_A,B,STANDARD,31.54,4,0.8134,0.1312,0.1416,371.39,322.66,276.99,2.35,56.07,15.25,23.37,94.68,2.641,2.689,0.332
2025-12-24 18:14:00,PL02,LINE_A,C,STANDARD,46.84,2,0.8438,0.125,0.1388,129.7,113.49,97.75,2.16,51.71,17.43,18.94,88.07,2.94,3.065,0.3
2025-12-24 18:15:00,PL01,LINE_B,A,PREMIUM,28.91,4,0.9264,0.0698,0.114,461.5,429.26,380.32,2.82,54.88,18.34,26.25,99.47,3.057,3.086,0.322
2025-12-24 19:53:00,PL02,LINE_D,C,STANDARD,28.51,2,0.7841,0.2169,0.085,198.02,155.08,141.89,1.88,52.69,19.82,19.04,91.55,2.466,2.521,0.159
2025-12-24 20:50:00,PL01,LINE_A,B,HEAVY,92.95,2,0.8331,0.0262,0.15,64.53,62.84,53.41,6.49,56.05,28.86,14.8,99.71,8.075,8.355,0.973
2025-12-24 21:18:00,PL01,LINE_A,C,PREMIUM,37.7,1,0.7625,0.2205,0.15,72.81,56.75,48.24,3.87,57.45,15.18,13.89,86.52,5.393,5.662,0.58
2025-12-24 22:51:00,PL03,LINE_C,C,STANDARD,24.23,4,0.7144,0.0887,0.1131,424.5,386.86,343.12,2.18,47.6,20.33,21.1,89.04,2.411,2.441,0.247
2025-12-24 23:28:00,PL01,LINE_B,C,STANDARD,36.66,1,0.899,0.1465,0.15,88.28,75.35,64.05,2.08,61.24,21.8,19.2,102.23,3.433,3.672,0.311
2025-12-24 23:31:00,PL01,LINE_A,C,STANDARD,44.8,2,0.8509,0.1539,0.1003,136.74,115.7,104.1,2.43,57.5,16.25,20.21,93.96,3.246,3.337,0.244
2025-12-25 00:02:00,PL02,LINE_A,B,PREMIUM,61.72,1,0.7495,0.1122,0.15,43.72,38.81,32.99,3.88,50.65,22.72,14.8,88.17,6.156,6.557,0.583
2025-12-25 00:03:00,PL01,LINE_C,B,PREMIUM,30.62,2,0.8715,0.1644,0.1379,204.91,171.23,147.62,3.1,57.67,25.8,32.45,115.92,3.78,3.889,0.428
2025-12-25 00:18:00,PL03,LINE_A,C,STANDARD,34.58,4,0.9325,0.0695,0.1104,388.28,361.31,321.43,2.21,49.84,15.01,22.0,86.85,2.446,2.476,0.243
2025-12-25 01:49:00,PL02,LINE_D,A,STANDARD,33.9,1,0.7838,0.25,0.0805,83.23,62.42,57.4,2.1,49.06,22.9,23.99,95.96,3.634,3.768,0.169
2025-12-25 02:05:00,PL03,LINE_A,C,STANDARD,44.4,1,0.963,0.25,0.0721,78.07,58.56,54.33,1.91,50.34,20.29,26.76,97.38,3.569,3.699,0.137
2025-12-25 02:45:00,PL02,LINE_A,B,STANDARD,39.35,1,0.815,0.25,0.0275,74.55,55.92,54.38,2.09,54.48,18.82,30.26,103.57,3.938,3.991,0.057
2025-12-25 02:48:00,PL02,LINE_D,C,PREMIUM,38.76,1,0.7439,0.1938,0.116,69.09,55.7,49.24,2.84,52.3,15.83,23.94,92.07,4.493,4.71,0.329
2025-12-25 02:57:00,PL01,LINE_A,B,STANDARD,31.55,2,0.9092,0.1281,0.044,207.52,180.95,172.99,1.73,55.87,17.32,21.19,94.38,2.254,2.278,0.076
2025-12-25 02:57:00,PL02,LINE_D,C,STANDARD,34.9,1,0.9491,0.2102,0.1085,97.91,77.33,68.94,2.05,54.51,13.21,24.28,91.99,3.244,3.389,0.223
2025-12-25 03:30:00,PL01,LINE_C,B,STANDARD,31.62,2,0.8584,0.0905,0.15,195.47,177.77,151.1,2.12,57.83,18.81,18.65,95.29,2.653,2.748,0.318
2025-12-25 03:51:00,PL01,LINE_C,B,STANDARD,25.43,1,0.8243,0.25,0.0737,116.67,87.5,81.06,2.75,59.97,24.12,23.28,107.36,3.973,4.07,0.202
2025-12-25 05:34:00,PL02,LINE_D,B,STANDARD,48.63,1,0.8108,0.0659,0.0268,60.02,56.06,54.56,2.09,51.04,20.01,21.39,92.44,3.739,3.784,0.056
2025-12-25 05:49:00,PL03,LINE_C,C,HEAVY,67.13,2,0.7932,0.1849,0.0704,85.08,69.35,64.47,4.88,48.56,25.12,18.49,92.16,6.214,6.315,0.344
2025-12-25 06:12:00,PL01,LINE_B,C,STANDARD,36.03,1,0.8726,0.0912,0.0596,87.2,79.24,74.52,1.43,57.81,16.36,30.41,104.59,2.749,2.832,0.085
2025-12-25 06:15:00,PL03,LINE_C,C,STANDARD,37.63,1,0.8918,0.25,0.1445,85.32,63.99,54.74,2.21,49.42,18.3,13.89,81.61,3.483,3.699,0.319
2025-12-25 06:48:00,PL01,LINE_A,A,PREMIUM,32.36,1,0.7948,0.0893,0.15,88.42,80.52,68.44,3.38,53.85,7.23,19.16,80.24,4.376,4.551,0.507
2025-12-25 06:58:00,PL02,LINE_A,B,HEAVY,85.29,1,0.8977,0.1005,0.15,37.89,34.08,28.97,5.05,48.13,20.4,29.06,97.59,7.908,8.414,0.757
2025-12-25 07:00:00,PL01,LINE_A,C,STANDARD,31.19,1,0.8762,0.0565,0.15,101.12,95.41,81.1,2.13,56.89,22.38,24.98,104.25,3.225,3.418,0.32
2025-12-25 07:46:00,PL02,LINE_B,B,STANDARD,32.69,1,0.7404,0.25,0.15,81.53,61.15,51.97,1.97,53.76,25.28,21.1,100.14,3.609,3.898,0.296
2025-12-25 08:21:00,PL01,LINE_C,B,PREMIUM,87.17,1,0.98,0.25,0.066,40.47,30.36,28.35,3.51,56.79,21.87,22.32,100.98,6.837,7.072,0.232
2025-12-25 09:39:00,PL03,LINE_B,C,STANDARD,35.14,2,0.98,0.25,0.15,200.79,150.59,128.0,2.05,49.46,21.82,27.61,98.89,2.71,2.826,0.308
2025-12-25 09:42:00,PL02,LINE_C,B,STANDARD,39.73,1,0.8842,0.0369,0.15,80.12,77.17,65.59,1.96,50.24,14.48,23.58,88.3,3.106,3.308,0.294
2025-12-25 10:12:00,PL02,LINE_B,B,STANDARD,29.28,1,0.8731,0.25,0.1073,107.36,80.52,71.88,1.83,54.21,16.2,18.41,88.82,2.928,3.061,0.196
2025-12-25 10:19:00,PL02,LINE_C,A,STANDARD,29.69,1,0.9261,0.2203,0.15,112.31,87.57,74.43,2.19,50.41,20.05,27.82,98.28,3.314,3.512,0.329
2025-12-25 10:23:00,PL02,LINE_C,A,STANDARD,31.55,1,0.8821,0.25,0.1087,100.65,75.49,67.28,1.57,49.78,17.32,14.88,81.98,2.653,2.786,0.17
2025-12-25 10:48:00,PL01,LINE_C,B,STANDARD,24.5,4,0.9678,0.132,0.15,568.85,493.78,419.71,2.41,53.85,23.39,18.27,95.51,2.604,2.638,0.362
2025-12-25 10:57:00,PL01,LINE_B,C,HEAVY,86.09,1,0.7912,0.133,0.0926,33.09,28.69,26.03,4.51,57.69,19.8,19.12,96.61,7.879,8.222,0.418
2025-12-25 11:15:00,PL02,LINE_D,C,STANDARD,35.27,2,0.8328,0.179,0.1116,169.99,139.55,123.98,1.96,54.3,16.94,17.31,88.55,2.594,2.674,0.219
2025-12-25 11:57:00,PL02,LINE_A,A,STANDARD,38.67,2,0.98,0.023,0.15,182.46,178.26,151.52,1.95,50.87,15.06,16.58,82.51,2.413,2.494,0.292
2025-12-25 12:10:00,PL03,LINE_C,B,PREMIUM,53.17,1,0.7789,0.1708,0.0307,52.74,43.73,42.39,3.11,45.59,24.04,23.67,93.31,5.24,5.307,0.095
2025-12-25 13:17:00,PL02,LINE_A,A,STANDARD,29.91,1,0.81,0.2406,0.15,97.5,74.04,62.93,2.18,50.8,17.0,25.28,93.08,3.441,3.663,0.328
2025-12-25 14:04:00,PL01,LINE_B,B,PREMIUM,36.97,1,0.813,0.2063,0.0236,79.16,62.83,61.35,2.81,57.65,18.24,19.2,95.09,4.32,4.357,0.066
2025-12-25 14:24:00,PL02,LINE_B,B,STANDARD,36.62,2,0.8876,0.0476,0.0057,174.52,166.21,165.27,2.4,52.92,17.94,26.03,96.89,2.981,2.984,0.014
2025-12-25 15:23:00,PL03,LINE_A,B,PREMIUM,44.73,2,0.8585,0.25,0.1283,138.2,103.65,90.35,2.87,47.21,13.71,19.68,80.6,3.648,3.762,0.368
2025-12-25 16:43:00,PL03,LINE_A,B,STANDARD,31.66,2,0.8733,0.2188,0.0361,198.57,155.12,149.51,2.76,51.87,16.14,15.09,83.1,3.291,3.311,0.1
2025-12-25 16:54:00,PL03,LINE_B,A,STANDARD,46.21,1,0.827,0.07,0.052,64.42,59.91,56.8,1.95,50.13,22.82,31.27,104.23,3.686,3.781,0.101
2025-12-25 16:57:00,PL02,LINE_A,A,STANDARD,30.13,1,0.9305,0.1782,0.0367,111.16,91.35,88.0,2.33,48.22,14.39,19.23,81.84,3.228,3.263,0.086
2025-12-25 17:01:00,PL02,LINE_B,B,HEAVY,66.7,1,0.9497,0.129,0.15,51.26,44.64,37.95,3.79,50.7,14.94,21.37,87.01,5.741,6.085,0.569
2025-12-25 17:09:00,PL02,LINE_B,C,PREMIUM,41.09,2,0.8975,0.2196,0.0768,157.26,122.72,113.3,3.13,56.99,17.3,18.44,92.73,3.888,3.95,0.24
2025-12-25 18:27:00,PL02,LINE_C,A,PREMIUM,67.45,4,0.9041,0.1135,0.15,193.01,171.1,145.44,3.25,49.64,17.03,17.9,84.58,3.746,3.833,0.488
2025-12-25 19:08:00,PL02,LINE_B,C,STANDARD,52.35,2,0.9456,0.0409,0.15,130.05,124.73,106.02,2.24,55.14,13.37,19.89,88.4,2.949,3.074,0.336
2025-12-25 19:14:00,PL01,LINE_D,B,PREMIUM,92.64,1,0.9056,0.2328,0.15,35.19,27.0,22.95,4.2,55.79,20.76,28.11,104.67,8.073,8.757,0.629
2025-12-25 20:08:00,PL02,LINE_B,A,PREMIUM,38.21,2,0.8553,0.1994,0.1362,161.15,129.02,111.45,3.66,50.33,16.65,16.71,83.69,4.305,4.407,0.498
2025-12-25 20:27:00,PL03,LINE_C,C,STANDARD,33.14,4,0.8798,0.0544,0.1013,382.35,361.54,324.94,2.05,48.35,8.82,12.98,70.15,2.242,2.264,0.207
2025-12-25 20:29:00,PL02,LINE_B,A,STANDARD,37.66,2,0.789,0.1295,0.0753,150.86,131.33,121.44,1.91,46.29,15.17,23.3,84.76,2.56,2.612,0.144
2025-12-25 21:13:00,PL01,LINE_B,B,STANDARD,47.97,1,0.825,0.1958,0.0501,61.91,49.79,47.29,1.66,58.59,24.9,31.0,114.5,3.958,4.079,0.083
2025-12-25 21:17:00,PL02,LINE_B,B,HEAVY,39.28,1,0.7256,0.2119,0.09,66.49,52.4,47.68,4.76,48.83,27.37,24.83,101.03,6.685,6.876,0.428
2025-12-25 21:53:00,PL03,LINE_B,A,HEAVY,53.77,1,0.852,0.124,0.0659,57.04,49.97,46.68,4.68,44.39,19.35,30.29,94.03,6.566,6.698,0.309
2025-12-25 22:03:00,PL01,LINE_D,A,HEAVY,50.55,1,0.7248,0.1829,0.0895,51.62,42.17,38.4,5.12,54.75,26.64,19.46,100.85,7.509,7.744,0.458
2025-12-25 23:13:00,PL02,LINE_C,C,PREMIUM,34.25,2,0.9672,0.1067,0.0437,203.34,181.65,173.71,3.11,54.0,14.16,17.23,85.39,3.581,3.602,0.136
2025-12-25 23:54:00,PL01,LINE_B,A,PREMIUM,38.04,2,0.9167,0.0358,0.15,173.5,167.29,142.2,3.56,54.75,14.23,9.82,78.8,4.032,4.116,0.534
2025-12-26 00:00:00,PL01,LINE_A,C,STANDARD,33.85,2,0.905,0.1874,0.097,192.49,156.41,141.24,2.63,59.72,18.1,20.53,98.35,3.256,3.324,0.255
2025-12-26 00:03:00,PL02,LINE_C,A,STANDARD,33.2,4,0.8352,0.0279,0.062,362.28,352.18,330.35,2.06,50.47,20.72,19.72,90.92,2.32,2.337,0.128
2025-12-26 00:21:00,PL03,LINE_A,B,HEAVY,112.07,1,0.8961,0.2476,0.0902,28.78,21.66,19.7,6.46,48.51,23.59,20.34,92.44,10.725,11.148,0.582
2025-12-26 00:30:00,PL02,LINE_B,C,PREMIUM,43.63,2,0.8258,0.25,0.1424,136.28,102.21,87.66,2.32,57.85,9.72,28.63,96.2,3.263,3.419,0.331
2025-12-26 00:57:00,PL01,LINE_D,C,PREMIUM,38.15,2,0.8233,0.1369,0.0994,155.39,134.11,120.78,3.58,59.06,22.17,25.41,106.64,4.378,4.466,0.356
2025-12-26 01:05:00,PL02,LINE_A,A,PREMIUM,34.14,1,0.9586,0.1115,0.0419,101.1,89.82,86.05,2.39,49.86,12.51,16.97,79.34,3.277,3.316,0.1
2025-12-26 01:05:00,PL01,LINE_D,A,STANDARD,32.65,1,0.8624,0.0924,0.15,95.08,86.29,73.35,2.02,52.85,26.85,33.24,112.94,3.329,3.56,0.303
2025-12-26 01:42:00,PL01,LINE_A,B,PREMIUM,51.01,1,0.7544,0.2019,0.1349,53.24,42.49,36.76,3.02,58.33,15.0,27.29,100.62,5.386,5.755,0.407
2025-12-26 01:53:00,PL03,LINE_C,A,STANDARD,43.34,1,0.9053,0.049,0.1258,75.19,71.51,62.52,1.89,49.09,15.05,28.03,92.18,3.182,3.367,0.238
2025-12-26 02:24:00,PL01,LINE_B,A,STANDARD,41.99,2,0.8079,0.1283,0.1031,138.54,120.76,108.31,2.75,52.8,23.69,23.74,100.23,3.583,3.679,0.284
2025-12-26 02:34:00,PL02,LINE_B,A,PREMIUM,39.36,2,0.7637,0.25,0.0817,139.68,104.76,96.2,4.04,50.53,15.93,20.8,87.27,4.872,4.946,0.33
2025-12-26 02:45:00,PL01,LINE_A,C,PREMIUM,39.54,2,0.8638,0.1993,0.1014,157.28,125.92,113.15,3.48,59.07,19.31,21.65,100.03,4.271,4.361,0.353
2025-12-26 03:59:00,PL03,LINE_D,C,HEAVY,64.0,1,0.78,0.2223,0.08,43.87,34.12,31.39,5.43,49.61,32.19,25.43,107.22,8.573,8.847,0.435
2025-12-26 03:59:00,PL02,LINE_B,A,STANDARD,29.36,2,0.8757,0.1935,0.1026,214.77,173.21,155.44,3.24,50.92,11.13,24.34,86.39,3.743,3.8,0.333
2025-12-26 04:11:00,PL01,LINE_C,A,STANDARD,45.02,1,0.9498,0.083,0.1098,75.94,69.64,62.0,3.01,58.85,16.79,19.14,94.79,4.369,4.537,0.33
2025-12-26 05:05:00,PL01,LINE_D,B,STANDARD,29.87,1,0.7731,0.25,0.1012,93.17,69.88,62.8,2.41,58.98,17.72,13.79,90.49,3.71,3.856,0.244
2025-12-26 05:20:00,PL03,LINE_C,C,STANDARD,27.8,2,0.8442,0.0927,0.0399,218.63,198.37,190.45,2.11,48.58,15.51,24.43,88.53,2.561,2.58,0.084
2025-12-26 05:24:00,PL02,LINE_C,B,PREMIUM,33.0,4,0.8663,0.25,0.15,378.04,283.53,241.0,3.15,50.21,19.86,13.65,83.72,3.441,3.493,0.472
2025-12-26 06:22:00,PL02,LINE_D,B,PREMIUM,28.42,4,0.8725,0.25,0.0846,442.08,331.56,303.52,3.7,52.59,17.27,28.0,97.86,3.997,4.024,0.313
2025-12-26 07:14:00,PL03,LINE_A,B,STANDARD,22.75,1,0.8704,0.25,0.15,137.72,103.29,87.79,1.77,50.99,19.17,28.06,98.22,2.717,2.885,0.265
2025-12-26 07:25:00,PL02,LINE_B,B,STANDARD,46.66,1,0.7613,0.1788,0.1076,58.74,48.23,43.04,2.36,48.54,21.5,21.55,91.6,4.258,4.487,0.254
2025-12-26 07:25:00,PL01,LINE_B,A,HEAVY,43.43,1,0.7974,0.044,0.0391,66.09,63.19,60.72,4.87,55.57,28.59,25.32,109.47,6.601,6.672,0.19
2025-12-26 08:59:00,PL03,LINE_B,A,PREMIUM,30.2,1,0.8438,0.0405,0.1051,100.58,96.51,86.37,3.63,47.93,14.01,21.07,83.0,4.489,4.59,0.381
2025-12-26 09:42:00,PL01,LINE_A,B,PREMIUM,31.96,2,0.8117,0.25,0.1336,182.84,137.13,118.81,3.73,58.65,16.43,19.18,94.26,4.418,4.524,0.498
2025-12-26 10:31:00,PL03,LINE_D,B,STANDARD,26.51,1,0.7188,0.1101,0.0756,97.61,86.86,80.3,2.06,52.27,20.4,22.61,95.28,3.16,3.25,0.156
2025-12-26 10:41:00,PL03,LINE_A,C,STANDARD,33.46,1,0.7688,0.1121,0.15,82.73,73.45,62.44,2.47,50.26,21.38,16.25,87.89,3.671,3.882,0.371
2025-12-26 10:59:00,PL01,LINE_B,A,STANDARD,33.16,2,0.9192,0.1316,0.15,199.59,173.33,147.33,2.51,54.86,20.75,25.6,101.21,3.089,3.192,0.376
2025-12-26 11:19:00,PL01,LINE_C,C,STANDARD,32.07,1,0.896,0.25,0.1315,100.58,75.44,65.52,2.87,59.51,18.98,29.98,108.47,4.308,4.526,0.377
2025-12-26 12:42:00,PL03,LINE_B,A,STANDARD,39.52,2,0.8063,0.25,0.1244,146.9,110.18,96.47,2.23,50.74,25.71,26.31,102.76,3.167,3.299,0.278
2025-12-26 14:15:00,PL02,LINE_D,A,PREMIUM,24.35,1,0.6752,0.25,0.0813,99.82,74.87,68.78,3.15,50.85,21.44,23.23,95.53,4.423,4.536,0.256
2025-12-26 14:48:00,PL03,LINE_B,C,STANDARD,31.17,1,0.886,0.2304,0.1393,102.32,78.75,67.78,2.43,49.21,15.46,24.42,89.09,3.566,3.749,0.339
2025-12-26 15:14:00,PL02,LINE_B,B,STANDARD,26.35,2,0.7543,0.25,0.0675,206.09,154.57,144.14,2.87,52.76,19.93,32.05,104.75,3.547,3.596,0.194
2025-12-26 15:59:00,PL02,LINE_A,B,STANDARD,31.32,2,0.8999,0.25,0.1226,206.88,155.16,136.14,1.94,50.85,20.75,17.54,89.14,2.511,2.591,0.237
2025-12-26 16:20:00,PL02,LINE_A,A,PREMIUM,29.97,1,0.8889,0.0804,0.0974,106.78,98.2,88.64,3.98,51.44,10.01,20.51,81.97,4.818,4.908,0.388
2025-12-26 16:35:00,PL01,LINE_B,C,HEAVY,37.29,1,0.95,0.1739,0.0213,91.71,75.76,74.15,7.94,57.03,20.07,26.01,103.11,9.303,9.332,0.169
2025-12-26 16:37:00,PL01,LINE_B,B,PREMIUM,48.9,1,0.7666,0.0244,0.0732,56.44,55.06,51.03,4.27,55.52,9.77,25.9,91.19,5.921,6.052,0.312
2025-12-26 17:01:00,PL01,LINE_A,A,HEAVY,26.45,1,0.8865,0.1651,0.0709,120.66,100.74,93.6,4.27,57.03,25.7,22.83,105.56,5.32,5.4,0.303
2025-12-26 17:39:00,PL01,LINE_A,B,STANDARD,30.65,1,0.8251,0.1339,0.0777,96.92,83.94,77.42,1.93,57.32,23.46,30.49,111.27,3.253,3.365,0.15
2025-12-26 18:13:00,PL03,LINE_D,C,STANDARD,33.04,1,0.8986,0.25,0.0639,97.9,73.43,68.73,2.2,47.09,21.71,13.24,82.04,3.321,3.397,0.141
2025-12-26 18:24:00,PL02,LINE_C,B,HEAVY,53.66,1,0.9654,0.25,0.0652,64.77,48.58,45.41,5.32,52.71,20.22,19.89,92.82,7.229,7.362,0.347
2025-12-26 18:34:00,PL02,LINE_A,A,HEAVY,55.79,1,0.8066,0.25,0.0833,52.05,39.03,35.78,4.26,51.37,14.47,28.92,94.76,6.683,6.904,0.354
2025-12-26 19:13:00,PL01,LINE_B,B,STANDARD,35.59,1,0.7035,0.0591,0.0396,71.16,66.96,64.3,2.43,55.55,17.68,16.22,89.45,3.771,3.826,0.096
2025-12-26 19:33:00,PL01,LINE_D,C,STANDARD,24.22,2,0.8153,0.0425,0.1103,242.34,232.04,206.45,2.02,55.7,18.55,25.86,100.1,2.456,2.51,0.223
2025-12-26 19:43:00,PL03,LINE_A,B,PREMIUM,49.83,1,0.888,0.152,0.1319,64.15,54.4,47.22,3.24,47.4,21.04,24.5,92.94,4.951,5.211,0.428
2025-12-26 20:35:00,PL02,LINE_D,A,STANDARD,31.16,2,0.7961,0.25,0.1146,183.94,137.95,122.14,2.36,47.18,16.01,8.6,71.79,2.879,2.946,0.27
2025-12-26 21:25:00,PL01,LINE_B,C,PREMIUM,76.05,2,0.8501,0.25,0.15,80.49,60.36,51.31,3.88,57.68,21.99,12.27,91.94,5.404,5.672,0.582
2025-12-26 21:37:00,PL03,LINE_C,B,PREMIUM,34.48,1,0.867,0.25,0.1074,90.52,67.89,60.59,3.36,47.26,20.15,15.19,82.6,4.58,4.726,0.361
2025-12-26 21:45:00,PL01,LINE_B,B,STANDARD,20.63,1,0.98,0.2043,0.0779,171.05,136.1,125.49,2.32,56.46,14.22,27.99,98.68,3.044,3.105,0.181
2025-12-26 21:45:00,PL02,LINE_A,C,PREMIUM,43.91,1,0.8411,0.0821,0.1257,68.95,63.29,55.34,3.27,57.46,18.11,34.31,109.87,5.004,5.254,0.411
2025-12-26 22:53:00,PL02,LINE_B,A,STANDARD,26.38,1,0.8423,0.1461,0.0591,114.95,98.15,92.36,1.96,48.7,17.11,30.47,96.28,2.938,3.0,0.116
2025-12-26 23:46:00,PL01,LINE_B,A,STANDARD,49.95,1,0.899,0.25,0.0608,64.79,48.59,45.64,1.34,54.43,15.95,24.39,94.77,3.295,3.421,0.082
2025-12-26 23:53:00,PL01,LINE_B,C,HEAVY,42.58,2,0.7017,0.0655,0.1041,118.66,110.88,99.34,4.73,59.51,17.45,15.33,92.29,5.561,5.658,0.492
2025-12-27 00:03:00,PL01,LINE_D,B,PREMIUM,28.61,1,0.8758,0.0706,0.1424,110.21,102.42,87.84,2.88,53.14,19.23,18.6,90.97,3.769,3.916,0.41
2025-12-27 01:08:00,PL02,LINE_A,B,HEAVY,67.04,2,0.8573,0.1644,0.1461,92.07,76.93,65.7,4.31,51.51,22.68,24.8,99.0,5.601,5.822,0.63
2025-12-27 02:23:00,PL01,LINE_C,B,STANDARD,22.86,4,0.8078,0.25,0.15,508.8,381.6,324.36,2.73,55.47,24.15,17.35,96.97,2.986,3.031,0.41
2025-12-27 03:00:00,PL01,LINE_A,B,HEAVY,46.02,1,0.8225,0.1401,0.1295,64.34,55.32,48.16,7.12,55.6,22.67,31.71,109.98,9.108,9.404,0.922
2025-12-27 03:07:00,PL01,LINE_D,B,PREMIUM,73.92,1,0.7233,0.25,0.0758,35.22,26.42,24.41,3.94,57.2,11.28,35.37,103.85,7.869,8.192,0.299
2025-12-27 03:49:00,PL03,LINE_D,C,PREMIUM,70.07,1,0.8438,0.0962,0.0234,43.35,39.17,38.26,2.71,54.07,20.26,13.47,87.8,4.95,5.004,0.063
2025-12-27 04:03:00,PL01,LINE_B,A,STANDARD,49.02,2,0.9331,0.1679,0.1322,137.06,114.05,98.98,1.69,53.31,23.15,20.71,97.17,2.543,2.673,0.223
2025-12-27 05:55:00,PL01,LINE_B,B,HEAVY,75.89,1,0.8657,0.25,0.15,41.07,30.8,26.18,5.98,55.97,26.67,22.41,105.05,9.391,9.993,0.897
2025-12-27 06:38:00,PL01,LINE_A,B,HEAVY,74.17,1,0.8197,0.0618,0.0987,39.79,37.33,33.64,6.59,56.94,12.97,27.27,97.18,9.191,9.476,0.65
2025-12-27 06:42:00,PL02,LINE_D,B,STANDARD,29.08,1,0.9395,0.1817,0.0179,116.32,95.18,93.48,2.43,53.56,20.81,17.72,92.09,3.396,3.414,0.044
2025-12-27 06:45:00,PL02,LINE_C,B,STANDARD,40.85,1,0.7806,0.2482,0.15,68.79,51.72,43.96,2.65,52.78,18.12,24.04,94.94,4.487,4.811,0.398
2025-12-27 07:26:00,PL03,LINE_B,C,STANDARD,39.06,1,0.9044,0.1421,0.0058,83.35,71.5,71.09,1.99,53.05,23.16,17.88,94.09,3.307,3.315,0.012
